FILENAME,FILEENTRYID,COMPANYID,FOLDERID
Dispensa-de-Licitacao-528-2021-EMPAGLIFLOZINA-LINAGLIPTINA.pdf,544618,35901,727608
AVISO-ABERTURA-DE-DL-OFICIO-527-2021-ACIDO-ASCORBICO-COMPRIMIDO-EFERVESCENTE-2G.pdf,544623,35901,727608
aviso-ASCOM-Oficio-N°047-2021.pdf,546058,35901,727368
aviso-ASCOM-Oficio-N°043-2021.pdf,546068,35901,727368
AVISO-ABERTURA-DE-DL-OFICIO-526-2021-METOTREXATO-SOLUCAO-INJETAVEL-50-MG-FRASCO-AMPOLA-2-ML.pdf,544628,35901,727608
Dispensa-de-Licitacao-525-2021-GLICOSAMINA-SULFATO-PO-GRANULADO-15-G-SACHE.pdf,544633,35901,727608
Dispensa-de-licitacao-no-524_2021.zip,544638,35901,727608
DISPENSA-DE-LICITACAO-No-521-2021-COMPONENTE-ACETABULAR-EM-POLIETILENO-E-OUTROS.zip,544643,35901,727608
DL-519-2021.pdf,544648,35901,727608
DL-516-2021.pdf,544653,35901,727608
OF-867-2021-ELETRODO-DESCARTAVEL-ADULTO-PARA-ECG-E-MONITORIZACAO.rar,543768,35901,727608
Dispensa-de-Licitacao-866-2021COLETOR-DE-URINA-COM-ALCA-PARA-FIXACAO-NA-PERNA-1.zip,543773,35901,727608
Dispensa-de-Licitacao-Oficio-865-2021.zip,543778,35901,727608
Dispensa-de-Licitacao-864-2021-OPME-LENTE-INTRAOCULAR-ACRILICO-HIDROFOBICO-3-PCAS-DIOPTRIA-215°-1.zip,543783,35901,727608
Dispensa-de-licitacao-no-863_2021-CEFTAZIDIMA-PO-PARA-SOLUCAO-INJETAVEL-1-G-FRASCO-AMPOLA.zip,543788,35901,727608
OFICIO-861-METFORMINA.rar,543798,35901,727608
Dispensa-de-Licitacao-216-2020-ARTROPLASTIA-TOTAL-DO-JOELHO-ESQUERDO.rar,545603,35901,831105
Dispensa-de-Licitacao-214-2021-PROTESE-TOTAL-DE-JOELHO-PRIMARIA.rar,545608,35901,727368
Dispensa-de-Licitacao-684-2021-EMPAGLIFLOZINA-25-MG-COMPRIMIDO-REVESTIDO..zip,544208,35901,727608
Dispensa-de-Licitacao-0000-2021-TRIMETAZIDINA-COMPRIMIDO.rar,543068,35901,730166
Dispensa-de-Licitacao-1106-2021-TANSULOSINA-CLORIDRATO-DUTASTERIDA-CAPSULA-LIBERACAO-PROLONGADA-04MG-05MG.pdf,543078,35901,730166
Dispensa-de-Licitacao-1105_2021-DESFERROXAMINA-MESILATO-PO-PARA-SOLUCAO-INJETAVEL-500MG.zip,543083,35901,730166
Dispensa-de-Licitacao-1098-2021-EMPAGLIFLOZINA-25-MG-COMPRIMIDO-REVESTIDO.zip,543108,35901,730166
Dispensa-de-Licitacao-1097-2021-PROCEDIMENTO-CIRURGICO-DE-COLUNA-VERTEBRAL-CERVICAL.zip,543113,35901,730166
Dispensa-de-Licitacao-1094-2021-ALOGLIPTINA-COMPRIMIDO-REVESTIDO-25MG.zip,543123,35901,730166
Dispensa-de-Licitacao-1075-2021-EQUIPO-FOTOPROTETOR-PARA-INFUSAO-DE-SOLUCOES-PARENTERAIS-TIPO-GRAVITACIONAL-ESTERIL..zip,543143,35901,730166
Dispensa-de-Licitacao-1073-2021-ESTRADIOL-GEL-10MG-SACHE-DE-10G.zip,543153,35901,730166
Dispensa-de-Licitacao-1072-2021-Reposicao-do-Componente-do-processador-de-fala.rar,543158,35901,730166
Dispensa-de-Licitacao-1071-2021-GLYCINE-MAX-L-MERRIL-CAPSULA-150MG.rar,543163,35901,730166
Dispensa-de-licitacao-1067-2021-ZIPRASIDONA-CAPSULA-40-MG-EXCLUSIVO-NUDIME-E-HSVP.zip,543168,35901,730166
Dispensa-de-Licitacao-1066-2021-Torniquete-Tatico.rar,543173,35901,730166
Dispensa-de-licitacao-1064-2021-RAMIPRIL-5MG-HIDROCLOROTIAZIDA-125-COMPRIMIDO-OU-CAPSULA.pdf,543178,35901,730166
Dispensa-de-Licitacao-1062-2021-TUBO-SILICONE-N°-204.zip,543183,35901,730166
Dispensa-de-Licitacao-1061-2021-BISOPROLOL-FUMARATO-COMPRIMIDO-5MG.rar,543188,35901,730166
Dispensa-de-Licitacao-1058-2021-TRATAMENTO-EM-CAMARA-HIPERBARICA.zip,543193,35901,730166
Dispensa-de-Licitacao-1056-2021-ATROPINA-SULFATO-SOLUCAO.rar,543198,35901,730166
Dispensa-de-Licitacao-1055-2021-SULFADIAZINA-COMPRIMIDO-500MG.zip,543203,35901,730166
Dispensa-de-Licitacao-1054-2021-OPME-PROTESE-GLUTEA-DE-SILICONE-PAR-DIVERSOS-TAMANHOS-E-FORMATOS.zip,543208,35901,730166
Dispensa-de-licitacao-1053-2021-CEFTAZIDIMA-PO-PARA-SOLUCAO-INJETAVEL-1-G-FRASCO-AMPOLA.zip,543213,35901,730166
Dispensa-de-Licitacao-1052-2021-OPME-LENTE-INTRAOCULAR-ACRILICO-HIDROFOBICO-3-PCAS-DIOPTRIA215.zip,543218,35901,730166
Dispensa-de-Licitacao-1051-2021-LENTE-INTRAOCULAR-ACRILICO-HIDROFOBICO-03-PECAS-APLICACAO.zip,543223,35901,730166
Dispensa-de-Licitacao-1050-2021-OPME-LENTE-INTRAOCULAR-ACRILICO-HIDROFOBICO-3-PCAS.zip,543228,35901,730166
Dispensa-de-Licitacao-1049-2021-ARTROPLASTIA-TOTAL-DO-QUADRIL.rar,543233,35901,730166
Dispensa-de-Licitacao-1048-2021-MEMANTINA-CLORIDRATO-COMPRIMIDO-10MG.rar,543238,35901,730166
Dispensa-de-Licitacao-Oficio-no-1041-2021.zip,543243,35901,730166
Dispensa-de-Licitacao-Oficio-no-1038-2021.zip,543253,35901,730166
Dispensa-de-Licitacao-1036-2021-LENTE-INTRAOCULAR-ACRILICO-HIDROFOBICO-03-PECAS-APLICACAO.rar,543258,35901,730166
Dispensa-de-Licitacao-Oficio-no-1035-2021.zip,543263,35901,730166
Dispensa-de-Licitacao-1034-2021-BELIMUMABE-PO-LIOFILIZADO-INJETAVEL-120-MG-FRASCO-AMPOLA.rar,543268,35901,730166
Dispensa-de-Licitacao-1775-2021AGUA-BORICADA-FRASCO-100ML-1.zip,540593,35901,760071
Dispensa-de-Licitacao-1033-2021-PAROXETINA-CLORIDRATO-COMPRIMIDO-30MG-1.rar,543273,35901,730166
Dispensa-de-Licitacao-1032-2021-ARTROPLASTIA-TOTAL-PRIMARIA-DE-QUADRIL-DIREITO.rar,543278,35901,730166
Dispensa-de-Licitacao1140-2021-METILFENIDATO-COMPRIMIDO-REVESTIDO-DE-LIBERACAO-CONTROLADA-36MG.rar,542928,35901,730166
Dispensa-de-Licitacao-1130-2021-SALBUTAMOL-SULFATO-SOLUCAO-PARA-INALACAO-5-MGML.zip,542963,35901,730166
Dispensa-de-Licitacao-1116-2021-PROTAMINA-CLORIDRATO-SOLUCAO-INJETAVEL-10-MGML-AMPOLA-5-ML.pdf,543033,35901,730166
Dispensa-de-Licitacao-1113-2021-MIDOSTAURINA-CAPSULA-25-MG.zip,543043,35901,730166
Dispensa-de-Licitacao-1111-2021-Video-eletrencefalograma-com-ou-sem-uso-de-eletrodo-profundo.pdf,543053,35901,730166
Dispensa-de-Licitacao-1109-2021-MEMANTINA-CLORIDRATO-COMPRIMIDO.rar,543063,35901,730166
Dispensa-de-Licitacao-1940-2021.rar,539917,35901,760071
Dispensa-de-Licitacao1738-2021.rar,539928,35901,760071
Dispensa-de-Licitacao-1937-2021-DUPILUMABE-SOLUCAO-INJETAVEL-300MG-SERINGA-PREENCHIDA-2ML.rar,539933,35901,760071
OFICIO-2623-2021-FRALDA-GERIATRICA-DESCARTAVEL-PARA-INCONTINENCIA-SEVERA-TAMANHO-G..rar,537374,35901,829268
Dispensa-de-Licitacao-1706-2021-GUARDIAN-2-LINK-TRANSMISSOR-e-SENSOR-DE-GLICOSE-ENLITE.rar,540869,35901,760071
Dispensa-de-Licitacao-1587-2021-ZIPRASIDONA-CAPSULA-40-MG-EXCLUSIVO-NUDIME-E-HSVP.zip,541374,35901,760071
Dispensa-de-Licitacao-1583-2021-ARTROPLASTIA-DOS-QUADRIS-DIREITO-E-ESQUERDO.rar,541379,35901,760071
DISPENSA-DE-LICITACAO-OFICIO-1582-2021-CANULA-PARA-TRAQUEOSTOMIA.zip,541384,35901,760071
Dispensa-de-Licitacao-2526-2021-CLOZAPINA-COMPRIMIDO-100MG-EXCLUSIVO-NUDIME.rar,537712,35901,829268
Dispensa-de-Licitacao-2519-2021-PRODUTO-A-BASE-DE-CANABIDIOL-SES-36377-EVR-HEMP-OIL-GOLD-CBD-2400-MG-SERINGA-10-G.rar,537717,35901,829268
Dispensa-de-Licitacao-2517-2021-PRAMIPEXOL-COMPRIMIDO-025-MG.rar,537727,35901,829268
Dispensa-de-Licitacao-1396-2021-NAPROXENO-COMPRIMIDO-500-MG.pdf,542143,35901,730166
Dispensa-de-Licitacao-1395-2021-RUFINAMIDA-COMPRIMIDO-400-MG.pdf,542148,35901,730166
DISPENSA-DE-LICITACAO-OF-1393-2021ESCOVA-DEGERMANTE-PARA-ASSEPSIA-PVPI-DE-10.zip,542153,35901,730166
Dispensa-de-Licitacao-Oficio-no-1581-2021.zip,541389,35901,760071
Dispensa-de-Licitacao-Oficio-no-1580-2021.zip,541394,35901,760071
Dispensa-de-Licitacao-Oficio-no-1579-2021.zip,541408,35901,760071
AVISO-OFICIO-No-1578-2021-DUPILUMABESOLUCAO-INJETAVEL-300MG-SERINGA-PREENCHIDA-2ML.rar,541414,35901,760071
AVISO-OFICIO-No-1577-2021-AVENTAL-PARA-O-PACIENTE-CAMISOLA-DESCARTAVEL-NAO-ESTERIL.rar,541419,35901,760071
Oficio-1575-MORFINA-COMPRIMIDO-30MG.rar,541424,35901,760071
Dispensa-de-licitacao-Oficio-no-1574_2021-PALBOCICLIBE-CAPSULA-125MG.zip,541429,35901,760071
AVISO-OFICIO-No-1573-2021-FORMULA-INFANTIL-DE-SEGUIMENTO-PARA-LACTENTES-E-CRIANCAS-DE-PRIMEIRA-INFANCIA-A-BASE-DE-SOJA.rar,541434,35901,760071
Dispensa-de-Licitacao-1572-2021-SUPLEMENTO-NUTRICIONAL-COMPOSTO-DE-CAROTENOIDES-VITAMINAS-E-MINERAIS-ANTIOXIDANTES.rar,541439,35901,760071
Dispensa-de-Licitacao.-1571-2021.rar,541444,35901,760071
Dispensa-de-Licitacao-1570-2021-LEVOTIROXINA-SODICA-COMPRIMIDO-125-MCG.zip,541458,35901,760071
DISPENSA-DE-LICITACAO-OFICIO-1569-empresa-especializada-para-realizacao-do-Exame-VIDEO-ELETRENCEFALOGRAMA.zip,541464,35901,760071
DISPENSA-DE-LICITACAO-OFICIO-1567-METILPREDNISOLONA-SUCCINATO-PO-LIOFILIZADO-PARA-SOLUCAO-INJETAVEL-500MG-FRASCO-AMPOLA.zip,541469,35901,760071
OF.-1566-2021.rar,541474,35901,760071
Dispensa-de-Licitacao-Oficio-no-1565-2021.zip,541479,35901,760071
Dispensa-de-Licitacao-Oficio-no-1564-2021.zip,541484,35901,760071
DISPENSA-DE-LICITACAO-SES-DF-OFICIO-No-1562-2021-HIALURONATO-DE-SODIO-SOLUCAO-INJETAVEL-08MG-ML-FRASCO-AMPOLA-50ML.rar,541489,35901,760071
Dispensa-de-Licitacao-2051-2021-FITA-UMBILICAL-ESTERIL.rar,539342,35901,798813
Dispensa-de-Licitacao-2049-2021-CLOZAPINA-COMPRIMIDO-100MG.rar,539348,35901,798813
DISPENSA-DE-LICITACAO-OFICIO-2048-2021-COLESTIRAMINA.zip,539353,35901,798813
Dispensa-de-Licitacao-2045-2021-EMBALAGEM-PLASTICA-TRANSPARENTE​-e-outros.rar,539365,35901,798813
Dispensa-de-Licitacao-2044-2021-ELETRODO-COMBINADO-TIPO-DIFUSAO-COM-BULBO-PLANO.rar,539371,35901,798813
Oficio-2031-IMUNOGLOBULINA-HUMANA-INJETAVEL-5G-A-6G-FRASCO-AMPOLA.rar,539377,35901,798813
Dispensa-de-Licitacao-2030-2021-RECONSTRUCAO-LIGAMENTAR-DE-JOELHO-DIREITO.zip,539382,35901,798813
DISPENSA-DE-LICITACAO-OF-2028-2021-TIORIDAZINA-CLORIDRATO-COMPRIMIDO-LIBERACAO-PROLONGADA-200-MG.zip,539392,35901,798813
DISPENSA-DE-LICITACAO-OFICIO-No-2027-2021-LOSARTANA.zip,539397,35901,798813
Dispensa-de-Licitacao-2026-2021-ESPELHO-BUCAL.rar,539406,35901,798813
DISPENSA-DE-LICITACAO-OFICIO-1934-2021-ORTESES-PROTESES-E-MATERIAIS-ESPECIAIS-OPME.zip,539951,35901,760071
Dispensa-de-Licitacao-2024-2021-LENCOL-DE-BORRACHA-DE-LATEX-P-ISOLAMENTO-ABSOLUTO-ESPESSURA-MEDIA-COR-ESCURA.rar,539418,35901,798813
Dispensa-de-Licitacao-2021-2021-ARTROPLASTIA-TOTAL-DE-QUADRIL.zip,539428,35901,798813
Dispensa-de-Licitacao-2020-2021-FRALDA-GERIATRICA-DESCARTAVEL.rar,539444,35901,798813
Dispensa-de-Licitacao-2019-2021-PET-CT-com-FDG-18..rar,539449,35901,798813
Dispensa-de-Licitacao-2018-21-OPME-ARTOPLASTIA-QUADRIL.zip,539454,35901,798813
Dispensa-de-Licitacao-2016-2021-OCLUSOR-OFTALMICO-ESTERIL.rar,539469,35901,798813
Dispensa-de-Licitacao-2014-2021-EZETIMIBA-COMPRIMIDO-10MG.zip,539480,35901,798813
DISPENSA-DE-LICITACAO-SES-DF-OFICIO-No-2013-2021-ARTROSCOPIA-DE-JOELHO.rar,539485,35901,798813
DISPENSA-DE-LICITACAO-SES-DF-OFICIO-No-1561-2021-LENTE-INTRAOCULAR-ACRILICO-HIDROFOBICO-3-PCAS-18.50°-DIOPTRIAS.rar,541494,35901,760071
DISPENSA-DE-LICITACAO-OFICIO-No-2706-2021-EXAME-DE-VIDEO-ELETROENCEFALOGRAMA.rar,537095,35901,829268
Dispensa-de-Licitacao-1362-2021-GLICOSAMINA-SULFATO-PO-GRANULADO-15-G-SACHE.zip,542278,35901,730166
Dispensa-de-Licitacao-Oficio-no-1559-2021.zip,541513,35901,760071
OF.-1558-2021.rar,541519,35901,760071
Dispensa-de-Licitacao-1550-2021-PETCT-com-FDG-18.rar,541524,35901,760071
Dispensa-de-Licitacao1549-2021-BUDESONIDA-CAPSULA-3MG-LIBERACAO-PROLONGADA.rar,541529,35901,760071
Dispensa-de-Licitacao-1548-2021-SENSOR-DE-GLICOSE-ENLITE-MMT-7008.rar,541534,35901,760071
Dispensa-de-Licitacao-Oficio-no-1547-2021.zip,541539,35901,760071
Dispensa-de-Licitacao1546-2021-POLISSONOGRAFIA-PARA-TITULACAO-DE-CPAP.rar,541544,35901,760071
Dispensa-de-Licitacao1545-2021-BICALUTAMIDA-COMPRIMIDO-50MG.rar,541549,35901,760071
Dispensa-de-Licitacao1544-PAZOPANIBE-COMPRIMIDO-400-MG.rar,541563,35901,760071
Dispensa-de-Licitacao-1543-2021-VIDEO-ELETRENCEFALOGRAMA-COM-OU-SEM-USO-DE-ELETRODO-PROFUNDO.rar,541568,35901,760071
Oficio-1541-FITOMENADIONA-ENDOVENOSA.rar,541574,35901,760071
DL-OFICIO-No-1540-2021-HARPAGOPHYTUM-PROCUMBENS-DC.-COMPRIMIDO-REVESTIDO-400-MG.rar,541579,35901,760071
AVISO-ASCOM-PROTETOR-SOLAR-FATOR-30-FRASCO-DE-200-A-250-ML.rar,541584,35901,760071
Dispensa-de-Licitacao-1537-2021-1FISIOGEL-ACAO-CALMANTE-LOCAO-CREMOSA.rar,541589,35901,760071
Dispensa-de-Licitacao-1536-2021-1ATROPINA-SULFATO-SOLUCAO-OFTALMICA-1-FRASCO-5-ML.rar,541594,35901,760071
Dispensa-de-Licitacao-1534-2021-ORTESES-PROTESES-E-MATERIAIS-ESPECIAIS-OPME-–-RUPTURA-DO-LIGAMENTO-CRUZADO-ANTERIOR.zip,541599,35901,760071
DISPENSA-DE-LICITACAO-OFICIO-1533-2021-ORTESES-PROTESES-E-MATERIAIS-ESPECIAIS-OPME-ARTROPLASTIA-TOTAL-DE-QUADRIL__.zip,541604,35901,760071
DISPENSA-DE-LICITACAO-No-1532-2021-ORTESES-PROTESES-E-MATERIAIS-ESPECIAIS-OPME-–-ARTROPLASTIA-TOTAL-DE-QUADRIL-NAO-CIMENTADO.zip,541618,35901,760071
Dispensa-de-licitacao-Oficio-no-2130_2021-BUPIVACAINA-CLORIDRATO-GLICOSE.zip,539079,35901,798813
Dispensa-de-licitacao-Oficio-no-2123_2021-OCTREOTIDA-PO-PARA-SUSPENSAO-INJETAVEL-30-MG.zip,539099,35901,798813
Dispensa-de-Licitacao-2012-2021-BILASTINA-COMPRIMIDO-20-MG.rar,539490,35901,798813
Dispensa-de-Licitacao-2011-2021-PERINDOPRIL-SAL-DE-TERC-BUTILAMINA-COMPRIMIDO-4MG..rar,539495,35901,798813
Dispensa-de-Licitacao-2010-2021-BROCA-ALTA-ROTACAO.rar,539500,35901,798813
Dispensa-de-Licitacao-2009-2021-ABSORVENTE-HIGIENICO-TAMANHO-HOSPITALAR-DE-ACORDO-COM-A-RDC-no-142-2017.rar,539505,35901,798813
Dispensa-de-licitacao-Oficio-no-2007_2021-ALFAEFTRENONACOGUE-PO-LIOFILIZADO-PARA-SOLUCAO-INJETAVEL-2000-UI.zip,539510,35901,798813
Dispensa-de-Licitacao-2006-2021-SULFADIAZINA-DE-PRATA-CREME-DERMATOLOGICO-1-FRASCO-OU-POTE-400-G.rar,539515,35901,798813
Dispensa-de-Licitacao-1226-2021-AROXETINA-CLORIDRATO-COMPRIMIDO-30MG-1.rar,542663,35901,730166
Dispensa-de-Licitacao-1224-2021-CONE-ASSESSORIO.pdf,542673,35901,730166
Dispensa-de-Licitacao-2002-2021-FORMULA-MODIFICADA-PARA-NUTRICAO-ENTERAL-E-ORA.rar,539530,35901,798813
Dispensa-de-Licitacao-2001-2021-EXAME-DE-VIDEOENCEFALOGRAMA.rar,539537,35901,798813
Dispensa-de-Licitacao-1998-2021-AGUA-BORICADA-FRASCO-100ML-1.zip,539553,35901,760071
Dispensa-de-Licitacao-Oficio-no-2934-2021.zip,536698,35901,829268
OFICIO-1615-2021-MEMANTINA-CLORIDRATO-COMPRIMIDO-10MG.rar,541219,35901,760071
Dispensa-de-licitacao-Oficio-no-1610_2021-EQUIPO-PARENTERAL-PARA-BOMBA-DE-INFUSAO.zip,541229,35901,760071
Oficio-1531-2021-EQUIPO-PARENTERAL-FOTOPROTETOR-P-BOMBA-INFUSAO-BENEFUSION-VP3-MARCA-MINDRAY.rar,541624,35901,760071
Oficio-1529-2021-FIO-SUTURA-POLIPROPILENO-MONOF-02-AGULHAS.rar,541629,35901,760071
Dispensa-de-licitacao-Oficio-no-1528_2021-DESFERROXAMINA-MESILATO-PO-PARA-SOLUCAO-INJETAVEL-500MG.zip,541634,35901,760071
Oficio-1523.2021-CONE-ENDODONTICO.rar,541639,35901,760071
Dispensa-de-Licitacao-1522-2021-MORFINA-SULFATO-CAPSULA-OU-COMPRIMIDO-DE-LIBERACAO-CONTROLADA-60MG.rar,541644,35901,760071
Dispensa-de-Licitacao-1519-2021-LIPIKAR-SURGRAS-SABONETE-FISIOLOGICO-ANTI-RESSECAMENTO-EM-BARRA.rar,541654,35901,760071
Dispensa-de-Licitacao-1518-2021-1DOPAMINA-CLORIDRATO-SOLUCAO-INJETAVEL-5-MGML-AMPOLA-10-ML.rar,541659,35901,760071
Oficio-1517-2021-SALBUTAMOL-SULFATO-SOL-INAL-5-MGML-FR-10-ML.rar,541673,35901,760071
Dispensa-de-Licitacao-1516-2021-BROCA-ALTA-ROTACAO.rar,541678,35901,760071
Dispensa-de-Licitacao1515-2021-1-MEMANTINA-CLORIDRATO-COMPRIMIDO-10MG.rar,541683,35901,760071
Dispensa-de-Licitacao1514-2021-1Cateter-duplo-J-de-silicone-ou-poliuretano-atoxico-tamanhocapacidade-30-35-e-40-FR-de-calibre-e-8-a-14-cm-de-comprimento..rar,541688,35901,760071
Dispensa-de-Licitacao-1513-2021-NIMODIPINA-COMPRIMIDO-30-MG.rar,541693,35901,760071
Dispensa-de-Licitacao-1512-20201-FIO-DE-SUTURA-DE-POLIPROPILENO-MONOFILAMENTAR.rar,541698,35901,760071
Dispensa-de-Licitacao-1511-2021.rar,541703,35901,760071
Oficio-1510-RUXOLITINIBE-FOSFATO-5MG-COMPRIMIDO.rar,541708,35901,760071
Oficio-1509-METILFENIDATO-COMP-REV-LIB-CONT-36MG.rar,541713,35901,760071
Dispensa-de-Licitacao-1508-2021.rar,541718,35901,760071
Dispensa-de-Liitacao-1507-2021.rar,541723,35901,760071
Dispensa-de-Licitacao-1031-2021.OPME-SONDA-DE-TROCA-PARA-GASTRONOMIA-PERCUTANEA-22-FR.zip,543283,35901,730166
Dispensa-de-Licitacao-1030-2021-Paraformaldeido-para-Autoclaves-e-Formaldeido-VBTF.rar,543288,35901,730166
Dispensa-de-Licitacao-1029-2021-ACIDO-POLIACRILICO-GEL-LIQUIDO-OFTALMICO-2-MGG-OU-3-MGG-BISNAGA-10-G.rar,543293,35901,730166
Dispensa-de-Licitacao-1028_2021-CORRECAO-DA-ROTURA-LIGAMENTAR-DO-JOELHO-DIREITO.zip,543298,35901,730166
Dispensa-de-Licitacao-1027-2021-MESALAZINA-GRANULO-DE-LIBERACAO-PROLONGADA-ENVELOPE-2-G.rar,543303,35901,730166
Dispensa-de-Licitacao-1024-2021-SORBITOL-LAURILSULFATO-DE-SODIO-714MG-77MGG-BISNAGA-65G.pdf,543308,35901,730166
Dispensa-de-Licitacao-1023-2021-ARTROPLASTIA-TOTAL-DO-QUADRIL-DIREITO.rar,543313,35901,730166
Dispensa-de-Licitacao-1021-2021-Servico-de-Atencao-Domiciliar.rar,543318,35901,730166
Dispensa-de-Licitacao-1019-2021-FRASCO-COLETOR-500-A-600-ML-PARA-ASPIRACAO-DE-VIAS-AEREAS-DESCARTAVEL.rar,543323,35901,730166
Dispensa-de-Licitacao-1018-2021-HARPAGOPHYTUM-PROCUMBENS-DC.-COMPRIMIDO-REVESTIDO-400-MG.rar,543328,35901,730166
Dispensa-de-Licitacao-1017-2021-IPRATROPIO-BROMETO-AEROSSOL-ORAL-20-MCGDOSE-FRASCO-10-ML.rar,543333,35901,730166
Dispensa-de-Licitacao-1016-2021-EQUIPO-PARENTERAL-FOTOPROTETOR.rar,543338,35901,730166
Dispensa-de-Licitacao-1015-2021-LENTE-INTRAOCULAR-ACRILICO-HIDROFOBICO.rar,543343,35901,730166
Dispensa-de-Licitacao-1013-2021-Paraformaldeido-para-Autoclaves-e-Formaldeido-VBTF.rar,543348,35901,730166
Dispensa-de-Licitacao1010-2021-FOLINATO-DE-CALCIO-CAPSULA-OU-COMPRIMIDO-1.zip,543358,35901,730166
DISPENSA-DE-LICITACAO-OFICIO-No-1505-2021-ORTESES-PROTESES-E-MATERIAIS-ESPECIAIS-OPME-RECONSTRUCAO-DO-LCA-ESQUERDO.zip,541728,35901,760071
DISPENSA-DE-LICITACAO-OFICIO-No-1504-ORTESES-PROTESES-E-MATERIAIS-ESPECIAIS-OPME-OSTEOCONDROPLASTIA-DA-PATELA-DIREITA.zip,541733,35901,760071
Dispensa-de-Licitacao-1009-2021-OPME-BIPAP-COM-PRESSAO-E-NO-BREAK.zip,543363,35901,730166
Dispensa-de-Licitacao-1004-2021-VENETOCLAX-COMPRIMIDO-REVESTIDO.pdf,543368,35901,730166
Dispensa-de-Licitacao-1002-2021-CATETER-INTRAVENOSO-PERIFERICO-18G-COM-DISPOSITIVO-DE-SEGURANCA-ESTERIL.pdf,543373,35901,730166
Dispensa-de-Licitacao-1838-2020-FITOMENADIONA-VITAMINA-K-SOLUCAO-INJETAVEL-INTRAVENOSA-10-MGML.rar,540309,35901,831606
Dispensa-de-Licitacao-1736-2021-ABAIXADOR-DE-LINGUA-CONVENCIONAL-EM-MADEIRA-PACOTE-COM-100-UND..rar,540748,35901,760071
Dispensa-de-Licitacao-1607-2021-ARTROPLASTIA-DE-QUADRIL.rar,541253,35901,760071
Dispensa-de-Licitacao1601-2021-AGUA-BORICADA-FRASCO-100ML-1.zip,541284,35901,760071
DISPENSA-DE-LICITACAO-OFICIO-No-1600-2021-RECONSTRUCAO-DO-LCA-LIGAMENTO-CRUZADO-ANTERIOR-E-TRATAMENTO-DAS-LESOES-CONDRAIS.rar,541298,35901,760071
Dispensa-de-Licitacao-Oficio-no-1563-2021.zip,541319,35901,760071
DISPENSA-DE-LICITACAO-OFICIO-1596-2021-SULFADIAZINA-COMPRIMIDO-500MG.zip,541324,35901,760071
OFICIO-15942021-PREGABALINA-CAPSULA-100MG.rar,541334,35901,760071
OFICIO-1590-2021-TIMOLOL-MALEATO-DORZOLAMIDA-CLORIDRATO-05-2-SOLUCAO-OFTALMICA-FRASCO-5ML.rar,541339,35901,760071
DISPENSA-DE-LICITACAO-OFICIO-1589-12021-BROCA-ODONTOLOGICA.zip,541350,35901,760071
Dispensa-de-Licitacao-Oficio-no-1592-2021.zip,541364,35901,760071
Dispensa-de-Licitacao-Oficio-no-1588-2021.zip,541369,35901,760071
Dispensa-de-Licitacao-1503-2021-ACETAZOLAMIDA-COMP-250MG.rar,541738,35901,760071
Dispensa-de-Licitacao-1501-2021-PROPATILNITRATO-COMPRIMIDO-10-MG.rar,541743,35901,760071
DISPENSA-DE-LICITACAO-OFICIO-No-1502-ORTESES-PROTESES-E-MATERIAIS-ESPECIAIS-OPME-SISTEMA-DE-VENTILACAO-NAO-INVASIVA.zip,541748,35901,760071
RESOLUÇÃO-Nº-396-DE-21-DE-SETEMBRO-DE-2012.-1.pdf,898759,35901,898701
RESOLUÇÃO-Nº-397-DE-26-DE-SETEMBRO-DE-2012.-1.pdf,898768,35901,898701
RESOLUÇÃO-Nº-401-DE-11-DE-MAIO-DE-2012-1.pdf,898796,35901,898701
RESOLUÇÃO-Nº-402-DE-11-DE-SETEMBRO-DE-2012.-1.pdf,898805,35901,898701
RESOLUÇÃO-Nº-405-DE-13-DE-NOVEMBRO-DE-2012-LAVANDERIA-1.pdf,898833,35901,898701
RESOLUÇÃO-Nº-392-DE-19-DE-JUNHO-DE-2012-1.pdf,898722,35901,898701
RESOLUÇÃO-Nº-394-DE-03-DE-JULHO-DE-2012.-1.pdf,898741,35901,898701
RESOLUÇÃO-Nº-384-DE-27-DE-MARÇO-DE-2012-1.pdf,899943,35901,898701
RESOLUÇÃO-Nº-385-DE-10-DE-ABRIL-DE-2012-1.pdf,899952,35901,898701
RESOLUÇÃO-Nº-386-DE-10-DE-ABRIL-DE-2012-1.pdf,899961,35901,898701
RESOLUÇÃO-Nº-387-DE-10-DE-ABRIL-DE-2012-1.pdf,899970,35901,898701
RESOLUÇÃO-Nº-388-DE-10-DE-ABRIL-DE-2012-1.pdf,899979,35901,898701
RESOLUÇÃO-Nº-389-DE-11-DE-MAIO-DE-2012-1.pdf,899988,35901,898701
RETIFICAÇÃO-na-resolução-n°-403-1.pdf,898852,35901,898701
Retificação-Na-Resolução-nº-378-de-22-de-novembro-de-2011-1.pdf,898861,35901,898701
286-RO-MARÇO.pdf,898922,35901,898701
292-RE-JUNHO.pdf,898983,35901,898701
299-NOVEMBRO.pdf,899867,35901,898701
300-RO-DEZEMBRO.pdf,899879,35901,898701
RESOLUÇÃO-N°-400-DE-31-DE-MAIO-DE-2012.pdf,899888,35901,898701
RESOLUÇÃO-Nº-375-DE-14-DE-FEVEREIRO-DE-2012-1.pdf,899897,35901,898701
RESOLUÇÃO-Nº-381-DE-13-DE-MARÇO-DE-2012-1.pdf,899916,35901,898701
